"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Composite","PSI 90 Composite Footnote","PSI 90 W Z Score","PSI 90 W Z Footnote","PSI 90 Start Date","PSI 90 End Date","CLABSI SIR","CLABSI SIR Footnote","CLABSI W Z Score","CLABSI W Z Footnote","CAUTI SIR","CAUTI SIR Footnote","CAUTI W Z Score","CAUTI W Z Footnote","SSI SIR","SSI SIR Footnote","SSI W Z Score","SSI W Z Footnote","CDI SIR","CDI SIR Footnote","CDI W Z Score","CDI W Z Footnote","MRSA SIR","MRSA SIR Footnote","MRSA W Z Score","MRSA W Z Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
SENTARA LEIGH HOSPITAL,490046,VA,2023,N/A,5,N/A,5,N/A,N/A,0.6020,,N/A,5,0.3840,,N/A,5,0.6900,,N/A,5,0.2080,,N/A,5,0.5480,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LEWISGALE MEDICAL CENTER,490048,VA,2023,N/A,5,N/A,5,N/A,N/A,0.2520,,N/A,5,0.1220,,N/A,5,0.4330,,N/A,5,0.1880,,N/A,5,0.3510,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
VIRGINIA HOSPITAL CENTER,490050,VA,2023,N/A,5,N/A,5,N/A,N/A,0.4140,,N/A,5,1.0690,,N/A,5,0.7910,,N/A,5,0.5760,,N/A,5,0.2650,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,2023,N/A,5,N/A,5,N/A,N/A,0.7210,,N/A,5,0.4200,,N/A,5,1.1750,,N/A,5,0.2050,,N/A,5,1.3650,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
JOHNSTON MEMORIAL HOSPITAL,490053,VA,2023,N/A,5,N/A,5,N/A,N/A,2.5620,,N/A,5,0.4650,,N/A,5,0.8410,,N/A,5,0.1020,,N/A,5,0.8130,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,2023,N/A,5,N/A,5,N/A,N/A,0.3370,,N/A,5,0.5460,,N/A,5,0.0000,,N/A,5,0.3810,,N/A,5,0.3900,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BON SECOURS ST MARYS HOSPITAL,490059,VA,2023,N/A,5,N/A,5,N/A,N/A,0.7870,,N/A,5,0.6750,,N/A,5,1.3590,,N/A,5,0.0980,,N/A,5,0.3670,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CLINCH VALLEY MEDICAL CENTER,490060,VA,2023,N/A,5,N/A,5,N/A,N/A,1.5760,,N/A,5,0.4650,,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
INOVA FAIRFAX HOSPITAL,490063,VA,2023,N/A,5,N/A,5,N/A,N/A,0.8610,,N/A,5,0.7640,,N/A,5,0.5800,,N/A,5,0.4330,,N/A,5,0.5580,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,2023,N/A,5,N/A,5,N/A,N/A,0.4160,,N/A,5,0.3460,,N/A,5,0.9010,,N/A,5,0.7450,,N/A,5,1.2740,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,2023,N/A,5,N/A,5,N/A,N/A,2.1510,,N/A,5,0.6970,,N/A,5,1.3600,,N/A,5,0.1560,,N/A,5,1.2330,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,2023,N/A,5,N/A,5,N/A,N/A,0.6710,,N/A,5,0.7550,,N/A,5,0.8410,,N/A,5,0.0490,,N/A,5,0.4190,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SOVAH HEALTH DANVILLE,490075,VA,2023,N/A,5,N/A,5,N/A,N/A,2.4860,,N/A,5,0.9230,,N/A,5,0.0000,,N/A,5,0.3950,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SENTARA MARTHA JEFFERSON HOSPITAL,490077,VA,2023,N/A,5,N/A,5,N/A,N/A,0.6110,,N/A,5,1.0760,,N/A,5,0.7870,,N/A,5,0.3890,,N/A,5,1.4850,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
VCU HEALTH TAPPAHANNOCK HOSPITAL,490084,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.4310,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CENTRA BEDFORD MEMORIAL HOSPITAL,490088,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.1910,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.2390,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SENTARA CAREPLEX HOSPITAL,490093,VA,2023,N/A,5,N/A,5,N/A,N/A,0.3640,,N/A,5,0.3020,,N/A,5,0.6700,,N/A,5,0.3550,,N/A,5,0.6860,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,490097,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
COMMUNITY MEMORIAL HOSPITAL,490098,VA,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.9990,,N/A,5,N/A,13,N/A,5,0.5990,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
INOVA FAIR OAKS HOSPITAL,490101,VA,2023,N/A,5,N/A,5,N/A,N/A,1.8050,,N/A,5,0.9220,,N/A,5,0.6420,,N/A,5,0.3940,,N/A,5,0.6450,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HIRAM W DAVIS MEDICAL CENTER,490104,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,18,N/A,5,N/A,18,N/A,5,N/A,18,N/A,5,N/A,18,N/A,5,N/A,18,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RESTON HOSPITAL CENTER,490107,VA,2023,N/A,5,N/A,5,N/A,N/A,0.5720,,N/A,5,0.2720,,N/A,5,0.6970,,N/A,5,0.2610,,N/A,5,1.9090,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LEWISGALE HOSPITAL MONTGOMERY,490110,VA,2023,N/A,5,N/A,5,N/A,N/A,0.5320,,N/A,5,0.5000,,N/A,5,0.5880,,N/A,5,0.4270,,N/A,5,0.6340,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WYTHE COUNTY COMMUNITY HOSPITAL,490111,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CJW MEDICAL CENTER,490112,VA,2023,N/A,5,N/A,5,N/A,N/A,0.1800,,N/A,5,0.0560,,N/A,5,0.5130,,N/A,5,0.1020,,N/A,5,0.4150,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,490113,VA,2023,N/A,5,N/A,5,N/A,N/A,0.2450,,N/A,5,0.9690,,N/A,5,0.6340,,N/A,5,0.2450,,N/A,5,1.5410,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LONESOME PINE HOSPITAL,490114,VA,2023,N/A,5,N/A,5,N/A,N/A,1.5270,,N/A,5,0.4220,,N/A,5,N/A,12,N/A,5,0.1750,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
TWIN COUNTY REGIONAL HOSPITAL,490115,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.3140,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LEWISGALE HOSPITAL PULASKI,490116,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.4600,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CARILION TAZEWELL COMMUNITY HOSPITAL,490117,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HENRICO DOCTORS' HOSPITAL,490118,VA,2023,N/A,5,N/A,5,N/A,N/A,0.1710,,N/A,5,0.2280,,N/A,5,0.2730,,N/A,5,0.0510,,N/A,5,0.6410,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SENTARA PRINCESS ANNE HOSPITAL,490119,VA,2023,N/A,5,N/A,5,N/A,N/A,0.6840,,N/A,5,0.6090,,N/A,5,0.0000,,N/A,5,0.5850,,N/A,5,0.7600,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CHESAPEAKE GENERAL HOSPITAL,490120,VA,2023,N/A,5,N/A,5,N/A,N/A,0.6800,,N/A,5,1.3750,,N/A,5,0.1820,,N/A,5,0.3030,,N/A,5,0.7720,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
INOVA MOUNT VERNON HOSPITAL,490122,VA,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.6300,,N/A,5,N/A,13,N/A,5,0.4560,,N/A,5,1.6810,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LEWISGALE HOSPITAL ALLEGHANY,490126,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BUCHANAN GENERAL HOSPITAL,490127,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.3070,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RIVERSIDE WALTER REED HOSPITAL,490130,VA,2023,N/A,5,N/A,5,N/A,N/A,0.7450,,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.2420,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,VA,2023,N/A,5,N/A,5,N/A,N/A,1.1710,,N/A,5,0.5840,,N/A,5,1.7910,,N/A,5,0.1450,,N/A,5,1.1470,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"STAFFORD HOSPITAL, LLC",490140,VA,2023,N/A,5,N/A,5,N/A,N/A,2.0790,,N/A,5,0.0000,,N/A,5,0.6300,,N/A,5,0.2370,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,VA,2023,N/A,5,N/A,5,N/A,N/A,2.0790,,N/A,5,0.0000,,N/A,5,1.0880,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.4660,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UVA HEALTH HAYMARKET MEDICAL CENTER,490144,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,0.3790,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
STONESPRINGS HOSPITAL CENTER,490145,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.7620,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,2023,N/A,5,N/A,5,N/A,N/A,1.0820,,N/A,5,2.0110,,N/A,5,0.0000,,N/A,5,0.2260,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SKAGIT VALLEY HOSPITAL,500003,WA,2023,N/A,5,N/A,5,N/A,N/A,1.6440,,N/A,5,2.8520,,N/A,5,0.4070,,N/A,5,0.1900,,N/A,5,1.0850,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
VIRGINIA MASON MEDICAL CENTER,500005,WA,2023,N/A,5,N/A,5,N/A,N/A,0.0780,,N/A,5,0.3070,,N/A,5,0.4770,,N/A,5,0.5970,,N/A,5,0.1890,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ISLAND HOSPITAL,500007,WA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,0.8700,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,2023,N/A,5,N/A,5,N/A,N/A,1.0180,,N/A,5,1.2230,,N/A,5,1.3260,,N/A,5,0.8630,,N/A,5,0.5050,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HIGHLINE MEDICAL CENTER,500011,WA,2023,N/A,5,N/A,5,N/A,N/A,0.3590,,N/A,5,1.0220,,N/A,5,0.0000,,N/A,5,0.1580,,N/A,5,1.3910,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,2023,N/A,5,N/A,5,N/A,N/A,0.8530,,N/A,5,0.9990,,N/A,5,0.8160,,N/A,5,0.3060,,N/A,5,0.6070,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MULTICARE AUBURN MEDICAL CENTER,500015,WA,2023,N/A,5,N/A,5,N/A,N/A,0.2850,,N/A,5,2.1540,,N/A,5,1.5800,,N/A,5,0.3770,,N/A,5,0.9510,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CENTRAL WASHINGTON HOSPITAL,500016,WA,2023,N/A,5,N/A,5,N/A,N/A,0.6840,,N/A,5,1.8730,,N/A,5,1.0680,,N/A,5,0.6250,,N/A,5,0.4610,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,3.0660,,N/A,5,0.0000,,N/A,5,0.2900,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST CLARE HOSPITAL,500021,WA,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.5860,,N/A,5,N/A,13,N/A,5,0.4560,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PROVIDENCE ST PETER HOSPITAL,500024,WA,2023,N/A,5,N/A,5,N/A,N/A,0.4680,,N/A,5,1.4710,,N/A,5,0.5400,,N/A,5,0.3970,,N/A,5,1.0160,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SWEDISH MEDICAL CENTER / CHERRY HILL,500025,WA,2023,N/A,5,N/A,5,N/A,N/A,0.6990,,N/A,5,0.3610,,N/A,5,N/A,13,N/A,5,0.4360,,N/A,5,0.2350,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SWEDISH EDMONDS HOSPITAL,500026,WA,2023,N/A,5,N/A,5,N/A,N/A,1.0870,,N/A,5,0.8040,,N/A,5,1.2730,,N/A,5,0.3140,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SWEDISH MEDICAL CENTER,500027,WA,2023,N/A,5,N/A,5,N/A,N/A,0.9310,,N/A,5,1.0070,,N/A,5,0.8520,,N/A,5,0.2540,,N/A,5,0.2950,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST JOSEPH HOSPITAL,500030,WA,2023,N/A,5,N/A,5,N/A,N/A,1.1670,,N/A,5,0.8610,,N/A,5,0.6410,,N/A,5,0.3740,,N/A,5,0.6630,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
GRAYS HARBOR COMMUNITY HOSPITAL,500031,WA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,1.1840,,N/A,5,N/A,13,N/A,5,0.3120,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SAMARITAN HOSPITAL,500033,WA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
YAKIMA VALLEY MEMORIAL,500036,WA,2023,N/A,5,N/A,5,N/A,N/A,0.3830,,N/A,5,0.1950,,N/A,5,0.2920,,N/A,5,0.6430,,N/A,5,0.7700,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ASTRIA TOPPENISH HOSPITAL,500037,WA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HARRISON MEDICAL CENTER,500039,WA,2023,N/A,5,N/A,5,N/A,N/A,0.1170,,N/A,5,1.3830,,N/A,5,0.4550,,N/A,5,0.4940,,N/A,5,1.0600,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PEACEHEALTH ST JOHN MEDICAL CENTER,500041,WA,2023,N/A,5,N/A,5,N/A,N/A,0.9780,,N/A,5,1.6030,,N/A,5,1.0870,,N/A,5,0.4430,,N/A,5,1.1470,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DEACONESS MEDICAL CENTER,500044,WA,2023,N/A,5,N/A,5,N/A,N/A,0.6540,,N/A,5,0.7670,,N/A,5,0.0000,,N/A,5,0.4190,,N/A,5,1.0460,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PEACEHEALTH SOUTHWEST MEDICAL CENTER,500050,WA,2023,N/A,5,N/A,5,N/A,N/A,0.5410,,N/A,5,0.5550,,N/A,5,0.7800,,N/A,5,0.1760,,N/A,5,1.6920,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
OVERLAKE HOSPITAL MEDICAL CENTER,500051,WA,2023,N/A,5,N/A,5,N/A,N/A,0.5200,,N/A,5,1.4940,,N/A,5,0.8880,,N/A,5,0.2640,,N/A,5,0.2760,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
KAISER PERMANENTE CENTRAL HOSPITAL,500052,WA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
TRIOS HEALTH,500053,WA,2023,N/A,5,N/A,5,N/A,N/A,3.0360,,N/A,5,0.3500,,N/A,5,N/A,13,N/A,5,0.2420,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PROV SACRED HRT MED CTR & CHILDS HOSP.,500054,WA,2023,N/A,5,N/A,5,N/A,N/A,0.6670,,N/A,5,0.8990,,N/A,5,0.7620,,N/A,5,0.3930,,N/A,5,0.5710,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
KADLEC REGIONAL MEDICAL CENTER,500058,WA,2023,N/A,5,N/A,5,N/A,N/A,0.9680,,N/A,5,0.1760,,N/A,5,0.9180,,N/A,5,0.5560,,N/A,5,1.5470,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CASCADE VALLEY HOSPITAL,500060,WA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,1.6790,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HARBORVIEW MEDICAL CENTER,500064,WA,2023,N/A,5,N/A,5,N/A,N/A,1.2860,,N/A,5,1.2010,,N/A,5,3.3850,,N/A,5,1.0480,,N/A,5,1.3530,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
OLYMPIC MEDICAL CENTER,500072,WA,2023,N/A,5,N/A,5,N/A,N/A,0.5570,,N/A,5,0.4390,,N/A,5,1.2410,,N/A,5,1.1350,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PROVIDENCE HOLY FAMILY HOSPITAL,500077,WA,2023,N/A,5,N/A,5,N/A,N/A,1.1580,,N/A,5,1.8420,,N/A,5,0.3690,,N/A,5,0.7010,,N/A,5,0.4740,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MULTICARE GOOD SAMARITAN HOSPITAL,500079,WA,2023,N/A,5,N/A,5,N/A,N/A,0.4840,,N/A,5,0.8990,,N/A,5,1.5620,,N/A,5,0.3820,,N/A,5,0.9420,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
EVERGREENHEALTH MONROE,500084,WA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
VALLEY MEDICAL CENTER,500088,WA,2023,N/A,5,N/A,5,N/A,N/A,0.7490,,N/A,5,1.0370,,N/A,5,1.1660,,N/A,5,1.1180,,N/A,5,0.3800,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST JOSEPH MEDICAL CENTER,500108,WA,2023,N/A,5,N/A,5,N/A,N/A,0.4020,,N/A,5,0.5560,,N/A,5,0.2310,,N/A,5,0.1770,,N/A,5,0.5300,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MULTICARE VALLEY HOSPITAL,500119,WA,2023,N/A,5,N/A,5,N/A,N/A,1.5420,,N/A,5,0.6320,,N/A,5,0.0000,,N/A,5,0.2380,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
EVERGREENHEALTH MEDICAL CENTER,500124,WA,2023,N/A,5,N/A,5,N/A,N/A,0.3530,,N/A,5,1.1720,,N/A,5,0.6730,,N/A,5,0.3730,,N/A,5,0.8150,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
TACOMA GENERAL ALLENMORE HOSPITAL,500129,WA,2023,N/A,5,N/A,5,N/A,N/A,0.8960,,N/A,5,1.4300,,N/A,5,1.2390,,N/A,5,0.6230,,N/A,5,0.3240,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CAPITAL MEDICAL CENTER,500139,WA,2023,N/A,5,N/A,5,N/A,N/A,0.7570,,N/A,5,2.7490,,N/A,5,1.0030,,N/A,5,0.5390,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST FRANCIS COMMUNITY HOSPITAL,500141,WA,2023,N/A,5,N/A,5,N/A,N/A,0.9820,,N/A,5,0.4670,,N/A,5,0.6640,,N/A,5,0.2830,,N/A,5,1.7130,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,500148,WA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LEGACY SALMON CREEK MEDICAL CENTER,500150,WA,2023,N/A,5,N/A,5,N/A,N/A,1.5640,,N/A,5,2.8600,,N/A,5,0.6670,,N/A,5,0.6360,,N/A,5,0.3860,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST ANTHONY HOSPITAL,500151,WA,2023,N/A,5,N/A,5,N/A,N/A,0.2060,,N/A,5,0.3150,,N/A,5,0.9250,,N/A,5,0.7010,,N/A,5,0.8070,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SWEDISH ISSAQUAH,500152,WA,2023,N/A,5,N/A,5,N/A,N/A,1.2850,,N/A,5,2.5890,,N/A,5,0.5620,,N/A,5,0.3550,,N/A,5,1.7020,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MULTICARE COVINGTON MEDICAL CENTER,500154,WA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.9190,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"WEST VIRGINIA UNIVERSITY HOSPITALS, INC",510001,WV,2023,N/A,5,N/A,5,N/A,N/A,0.4910,,N/A,5,0.4930,,N/A,5,0.3930,,N/A,5,0.8330,,N/A,5,0.9890,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
GREENBRIER VALLEY MEDICAL CENTER,510002,WV,2023,N/A,5,N/A,5,N/A,N/A,0.7810,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.2410,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"UNITED HOSPITAL CENTER, INC",510006,WV,2023,N/A,5,N/A,5,N/A,N/A,0.9870,,N/A,5,1.2340,,N/A,5,0.2500,,N/A,5,0.3860,,N/A,5,1.2310,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST MARY'S MEDICAL CENTER,510007,WV,2023,N/A,5,N/A,5,N/A,N/A,0.6800,,N/A,5,0.3840,,N/A,5,1.3600,,N/A,5,0.6920,,N/A,5,0.9570,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
